id;firstname;lastname;p1
3707;Gerhard;Elmgreen & Dragset;11
7145;Dan;Mac Low;63
13173;Jacques;Cane;7
9750;Walter;Celiberti;85
9734;Siegrun;Bense;90
9654;María;Klub Zwei;40
4644;Silke;Mies van der Rohe;55
13972;Otto Erich;Sýkora;52
14456;Karl;Spencer;50
1854;Piero;Kovacs;35
7980;Franz;Janka;21
14788;Florentina;Černiauskaitė;51
6234;David;Petrov-Gladky;88
14154;Ernst Wilhelm;Hodler;16
13105;Alexandra;Riley;69
7054;Ernesto;Biedermann;23
11713;Gavin;Scheibl;4
5540;Gianni;Williams;74
476;Fritz;Freiler;58
19;Beat;Jankovič;40
7856;Otto;Melamid;15
7096;Hans;Schmidt;33
8647;Kurt;Ackermann;2
7292;Manon-Liu;Yoakum;34
4851;Oskar;Dolla;17
9493;Eloise;Morris;83
5959;Marcel;Kubin;97
13434;Lucy;Kriesche;92
13045;Hans (Jean);Burden;38
8367;Alicia;Solano;87
12744;Joerg;Dupuy;38
8200;L. W.;Feuerstein;94
2685;Maria;Rosei;80
6287;Adolf;Cibulka;45
3589;Kasimir;Magritte;41
1787;Valerie;Kanovitz;8
2254;Paloma;Strand;86
6646;Jorrit;Vercruysse;78
145;Guido;Schütz-Leinfellner;30
6263;Philipp;Gutfreund;13
11005;Manfred;Schöpke;73
6410;Stuart;Frankenthaler;21
2773;Georg;Yang;14
1800;Marcel;Pechoc;76
10627;Sophie;Plensa;57
1484;Zoe;Polke;32
1853;Joseph;Doesburg;39
3752;Anna-Sophie;Noland;48
1623;Hartmut;Prina;75
3515;Daniel;Maurer;63
10385;Dan;Schneider;54
4895;Cosima;Araki;21
6302;Gottfried;Libuda;30
656;Sabina;Patkin;51
14438;Moyra;Goodnough;8
5597;Carl;Kelly;59
5267;Wessel;Indiana;99
13307;Germaine;Girouard;35
11117;Jochen;Uslé;46
1338;Anton;Schnabel;70
11616;George;Eder;21
10775;Björn;Schmalix;24
10514;Svetlin;Baj;43
5217;Rudolf;Salachow;86
6351;Runa;Geiger;94
5852;Henri;Liebig;59
14289;Jordi;Hauser;45
2213;Ernst;Kollnitz;37
2315;Roman;Long;26
11404;Oscar;Fontana;22
8678;Kurt;Nagy;89
9558;Georges;Levin;20
14481;Hildegard;Althouse;55
7165;Sonja;Moholy-Nagy;35
14419;Georg;Kolíbal;43
5425;Willi;Adrian;45
2430;Horst;Jungwirth;96
2544;Gavin;Colombo;90
11503;Wieland;Dimitrijevic;14
14681;Kurt;Goodnough;75
5936;Julio;Brandmeier;5
10467;Julius;Schlögl;76
11527;Jean;Nitsch;39
11669;Alberto;Leatherdale;45
8728;Stephan;Pinczehelyi;45
12989;Timm;Laib;34
4408;Wolfgang;Boeckl;90
11420;Roman;Locher;28
14338;Victor;Hains;56
421;Jenni;Tüchert;14
3207;Adolf;Talos;67
10065;Malcolm;Bottoli;80
8529;Shigeko;Marioni;51
13671;Phil;Staudacher;74
2960;Jean Olivier;Schilling;54
6695;Friederike;Baruchello;47
6431;Manfred;Soulages;58
1391;Walter;Dimitrijevic;85
13298;Sigal;Lieske;4
12864;Ulrich;Krenek;6
860;Virginia;Durham;47
11222;Robert;Duchamp-Villon;47
12777;Wolfgang;Tillmans;22
12006;Herbert;Costa;58
10347;Gianni;Miao;28
203;Erwin;Lindner;56
9686;Barbara;Pilsl;1
13342;Anna;Brandmeier;44
5879;Joannis;Tatafiore;88
2348;Karl;Feiersinger;58
14556;Lothar;Kren;73
7287;Richard;Oberhuber;41
13871;Robert;Prina;49
14232;Rudolf;Warhol;85
10159;Gabriel;Jocher;50
9565;Julius;Hansen;63
11095;Wassily;Talos;29
4326;Bazon;Antes;85
12800;Franz;Pechoc;66
2033;Josef;Biedermann;27
8252;Maik;Boxer;94
5971;Alfred;Rühm;34
12180;András;Delaunay;80
14152;Liesl;Flavin;13
5236;Marie-Jo;Heisig;67
2774;Nancy;Schlemmer;74
10204;Cristiano;Heger;73
14047;Jörg;Plessi;98
2152;Virginia;Dewasne;68
6554;Liudvikas;Hawser;20
11510;Amintore;Kelley;81
685;Hans;Johnson;68
13587;Marcus;Gerstl;3
1982;Claude;Johnson;47
5975;Fritz;Klinkan;83
13759;Brett;Hopf;24
3950;Alexander;Ceroli;69
8863;Thomas;Komar;64
10670;Paul;Adrian;9
7541;Isolde Maria;Dessi;73
8752;Klemens;Tàpies;22
2210;Rudolf;Koller;99
8320;Patrick;Lafontaine;88
14830;Manfred;Matta - Echaurren;94
8398;František;Natalini;55
680;Sandro;Lozano;95
12962;Tamuna;Sandner;20
13171;Carolee;Ay-O;63
4238;Charlotte;Lesák;76
12166;Hans;Dewasne;86
14459;Dimitar;Gyurko;17
13930;John;Schmidt;51
3763;Ernst Ludwig;Bechtle;12
3505;Georg;Stanzel;10
9071;Robert;Snow;65
2144;Rudolf;Armleder;20
11374;Johanna;Cunningham;63
363;Mario;César;58
1248;František;Tosani;42
597;Txomin;Fabro;98
13331;Gerd;Al-Ani;5
12562;Gyula;Skubic;12
13065;Michaela;Giacometti;51
6016;Alfred;Lockhart;43
332;Jakob Lena;Baldessari;51
12599;Keith;Dolla;12
7297;Jean;Müller;48
7882;Ben;Saura;7
11878;Magdalena;Skerbisch;87
2537;Dóra;Irwin;94
6390;Lotte;Sirbiladze;64
5997;Adolfo;Haxhillari;59
12536;Ned;Dengler;61
5057;Yto;Navalón;20
4654;Robert;Goeschl;97
10036;Nicholas;Britz;19
11197;Franz;Gerrard;14
12389;Gerhardt;Johnson;3
5815;Friedl;Natalini;39
306;Paul;Wilke;13
3063;Plamen;Cuixart;67
13260;Keren;Zehrer;7
9729;Meyer;Cadere;39
1364;Amédée;Ortner;91
6142;Mimmo;Hosiasson;81
6996;Hubert;Klien;88
12236;Matthias;Goodman;61
1695;Friedl;Fox;97
4651;Jannis;Hollein;41
2183;Richard;Ranner;73
2287;Valeriy;Eckart;2
2647;Franz;Fulton;5
13932;Gerlinde;Prantl;27
9381;Sabine;Rainer;29
10193;Kari;Haxhillari;98
11859;Michael;Schmidt-Rottluff;30
23;Tracey;Andri;78
12029;Ugnius;Knowles;55
4411;Heinrich;Tandon;48
1252;Charlotte;Steiner;66
737;Christoph;Jochims;66
10211;Gyula;MacConnel;3
2975;Rachel;Gondeln;52
7484;Cora;Wardill;22
4625;Duane;Klub Zwei;65
11786;Maria Theresia;Twombly;56
4450;Martin;Kassák;9
14758;Frank;Borsos;35
6084;Herbert;Nicholson;80
1087;Giuseppe;Castro;53
14316;Daniel;Kirchner;83
2292;Ruedi;Schwarzkogler;59
3239;Peter;Guttuso;25
900;Pello;Rückriem;2
2693;Markus;Fox;2
3129;Berthold;Yoakum;11
10636;Juul;Haus-Rucker-Co.;23
2332;Walter;Samaras;68
756;Robert;Acht;21
3293;Elger;Pflaum;83
10142;Peter;Henson;65
9618;Parviz;Reed;4
5887;Pello;Dejanoff;71
9523;Cora;Oberhuber;4
8536;Klemens;Bitran;15
5171;Andreas;Koller;66
3081;Otto Erich;Pignon;67
13357;Hugó;Förster;72
1260;Emil;Thomkins;18
1568;Georg;LeWitt;4
158;Dorothee;Sitte;42
2130;Angela;Spagnulo;98
1911;John;Paradiso;95
8765;Wifredo;Laurens;58
13057;Lois;Johnson;20
1652;Alex;Lanigan-Schmidt;62
13939;Tess;Spencer;66
13690;Hamish;Covaliu;37
12806;Gerd;Marchand;53
13244;Yukinori;Larionov;24
8747;Gary;Hockney;27
13654;Hans;Trattner;53
8660;Joseph;Muñoz;27
12619;György;Skubic;8
14200;Peter;Joostens;96
9119;Oskar;Schoofs;8
4668;John;Reismayer-Fritsche;63
5302;Adrian;Wiesenfeld;33
10230;Jacques;Gerlovina;85
9716;John;Soulages;76
3713;Robert;Huemer;83
14784;Michael;Hutchinson;71
7128;Michael;Gilardi;37
12318;Roberto Sebastian;Filliou;32
727;Kimber;Peintner;53
7751;André;Hansen;18
3882;Andrew;Scheidl;49
13156;Laszlo;Gerstner;37
12011;Martin;Tyshler;72
14370;Adriena;Tandon;31
12142;Chris;Balla;18
4412;Paul;Schrader;53
8577;Henryk;Jacquet;88
4345;Zeljko;Beuys;33
5759;Josef;Novák;58
12731;Alan;Hutchinson;37
5191;Nahum;Kodera;21
2340;Almir;Covaliu;3
10106;Pablo;Kraus;99
10014;Emil;Jochims;4
6881;Jean;Pillhofer;28
2704;Amintore;Scheibl;17
878;Lucas;Gutmann;15
8979;Henry;Voss;2
1829;Toni;Poirier;80
8735;Fritz;Ortner;86
8175;Dennis;Mondino;97
5807;Alexander;Hutchinson;84
11355;Dara;Odenbach;61
13855;John;Pinaud;96
5032;Alfons;Oppenheim;74
14402;Jean Marc;Wewerka;95
932;Maria;Malich;98
13917;Jim;Katzenstein;78
4058;Siegfried;Delvoye;90
2886;Wolfgang;Bauer;24
1923;Leon Polk;Frenken;85
6692;Roman;Moorman;90
7050;Florentina;Jawlensky;63
457;Inés;Monory;79
1375;Ion;Krenek;16
9411;Getulio;West;76
11084;Fritz;Baruchello;31
10953;Hildegard;Chlupác;87
472;Rudi;Schlemmer;48
12828;Josef;Egger;42
12507;Jean-Michel;Hartung;62
2062;Jean-Luc;Mucha;97
10998;Ingeborg;Moswitzer;25
11102;Eva;Bustamante;6
2512;Lil;Frankenthaler;17
5289;Rachel;Bayer;96
8573;Károly;Riley;60
4500;Jörg;Kozyra;31
14701;Patrick;Bacon;7
6403;Mladen;Watts;30
4979;Ellsworth;Knebl;27
8734;Ray;Nagy;29
13265;Hans;Hartnagel;94
5292;Heinz Günther;Stransky;82
5713;Mel;Miller;48
11598;Massimo;Reinhardt;64
14561;Vlado;Niesiolowski;22
5278;Olafur;Kudo;97
5453;Hans;Emshwiller;59
1897;Mikael;Förg;5
12388;Anne;Hoepffner;7
5527;Henry;Libuda;48
12788;Louise;Buren;60
14818;Leopold;Hoepffner;7
13695;Peter;Kowalski;41
13433;Rodney;Mangold;28
9260;Esther;Maryan;10
8461;Nina;Kern;20
5183;Allen;Graham;45
4463;Heinz;Ursula;89
7938;Marcel;Islam;96
10601;Antonio;Fraser;61
2386;Natividad;Spagnulo;9
11748;Anton;Dworak;41
11900;Rudolf;Shilinskij;78
2059;Richard Paul;Hartung;41
9080;Josef;Lombardi;28
277;Giorgio;Ketter;0
10024;Kathi;Monko;53
2998;Peppino;Doujak;10
929;Yto;Spiluttini;58
13095;Raffael;Stockholder;73
8941;Frans;Petritsch;10
5584;Raoul;Baechler;63
490;Hilla;Pilz;79
3315;Gerd;Christanell;82
5357;Thomas;Picasso;3
1085;Lucio;Sharits;32
5601;Tom;Buren;8
11267;Andreas;Spero;93
13471;Grete;Schonzeit;79
10077;Arno;Willmann;78
14191;Thomas;Moffatt;27
10383;Oskar;Schmitt;73
5679;Hans;Althoff;41
8805;Ernst;Yppen;29
12841;Michael;Kozyra;20
8068;Pascal;Schwarzkogler;7
8164;Alphonse;Moore;39
13503;Michael;Six;33
12083;Irena;Shilinskij;5
4788;Bruno;Peacock;23
3284;María;Plobner;46
1388;Cosima;Wurm;37
14916;Walter;Alechinsky;57
12301;Mihael;Mosbacher;60
14523;David;Kozyra;17
4189;Dieter;Ortner;29
1453;Jaroslav;Pane;4
4435;Nikolaij;Turner;57
8261;Ian;Sandback;66
1231;Henrik;Kern;5
487;Kurt;Bäcker;65
6249;Marcus;Ettl;78
7607;Clemens;Camera Three Productions, Inc.;31
3160;Paul;Boetti;78
5850;Hans;Picelj;43
12089;Ernst Ludwig;Hausner;17
11431;Lois;Knizák;9
6496;Arthur;Kushner;10
11935;Suzan;Havlíček;87
2437;Jananne;Hucleux;64
4288;Jirí;Ramberg;50
7472;Fareed;McLean;12
1032;Karl;Riley;57
3849;Gianni;Costi;82
14068;Theodoros;Litzenberger;30
8565;Anne;Krieg;25
269;Hans;Leinfellner;43
9930;János;Chlupác;51
2686;Christian;Schmidt;68
9776;Alfred;Vukoje;71
14259;Bernard;Bense;35
4607;Arnulf;Egerer;42
2093;Horace Clifford;Yang;75
7733;Heinrich;Jan;83
11333;Ernst;Gerlovina;36
14208;Aleksandr Grigorjewitsch;Panamarenko;48
141;Erika Giovanna;Jeroen de Rijke/Willem de Rooij;49
3819;Petr;César;8
11289;Carola;Oppenheimer;37
6955;Ákos;Berger;72
9758;Hanne;Janschka;99
7362;Dorothee;Serra;62
7497;Heinz Reinhold;Pfeifer;36
1219;Alphonse;Iida;82
14323;Bjarne;Merz;26
13469;Julije;Bréval;89
14517;Al;Haider;43
1645;Gina;Stoll;65
2313;Dick;d'Arcangelo;36
5734;Oswald;Baer;50
11204;Rudolf;Dahmen;94
5985;Paul Albert;Trattner;40
7591;Christian;Schuyff;47
8083;Günter Zamp;Lamelas;87
14718;Peter;Rothenberg;1
5247;Franz;Friedmann;12
10409;Christoph;Rainer;75
14466;Kurt;Hlavina;73
12950;Thomas;Fronius;65
9656;Lajos;Olesen;96
1852;Franz;Barrada;23
6643;Peter;Kokoschka;69
3865;Jörg;Megyik;13
2521;Pino;Lesák;56
565;Josef Felix;Mueller;72
13618;Swetlana;Gerstl;8
14475;Paul;Vilmouth;35
5561;Juan;Skerbisch;64
11967;Adolf;Ghazel;37
1837;Tony;Masereel;21
4213;Bruno;Mitchell;43
9552;Henryk;Zünd-Up;25
3523;Hermann;Havlíček;14
3649;Robert;Rosenbach;40
6120;Louise;Strobl;25
6339;Evelyne;Gropius;78
1682;Otto;Soulages;9
11674;Carl;Deschamps;32
1143;Erich Franz;Schnabel;93
8615;Kenneth;Sartory;69
4862;Magdalena;Rühm;50
9198;Gülsün;Schmatz;50
2997;Alfred;Appelt;28
10721;Helen;Segal;82
14904;Judith;Bak;5
9196;Stanislav;Cahen;27
11387;Eric;Brauner;13
9535;Kurt;Brus;81
3956;Paul;Frank;7
9064;Jan;Spagnulo;80
12898;Herbert;Mac Low;8
8483;Vivan;Cagnaccio di San Pietro;66
10429;Otto Erich;Aurel;20
10043;Dirk;Dyschlenko;72
10762;Franz;Drozdik;73
10773;Mark;Kelly;95
964;Meina;Ketter;76
14814;Otto M.;Zehrer;50
14196;Stephan;Höfinger;23
9802;Bill;Hohenbüchler;43
1683;Hermann;Tietze;30
4683;Peter;Gerlovin;12
8329;Sonja;Sandner;67
3000;Serge;Gallo;48
10941;Jimmie;Appel;69
2034;Karel;Immendorff;40
11564;Robert;Pilsl;37
12316;John;Rakauskaité;24
1305;Tomas;Wilke;1
3092;Carl;Irazu;4
4073;Kenneth;Flögl;61
14284;Wilfried;Flois;7
7697;Kai;Turrell;7
11360;Roy;Heisig;53
6489;Heinz Günther;Buklys;3
4824;Anne;Koether;55
2369;Zineb;Stengel;67
14721;Rómulo;Gangl;82
14960;Renate;Mattheuer;36
6140;Brad;Blair;84
4441;Søren;Hein;90
5869;Juul;Kirkland;54
6660;Heimo;Botero;2
13513;Igor;Nicholson;9
4924;Emanuel;Yalter;25
4454;Ansgar;Pane;53
7020;Karel;Scheirl;28
1245;Constantin;Hutzinger;59
12878;Wolf;Johns;73
7070;Gregor;Ebner;7
9003;Henri;Lozano;3
8286;Orshi;Frohner;54
4049;Barbara;Lockhart;76
12916;Jean;Koncz;1
14870;Keren;Forbát;26
2659;Linda;Leslie;45
3078;Wilfried;Schulze;28
253;Manfred;Richter;59
9227;Robin;Sartory;41
9902;Joan;Solakov;95
4268;Jiří;Nutt;27
4112;Heinz;Cumming;52
6272;Txomin;Flondor;95
13126;Martin;Vogt;64
5021;Peter;Filliou;58
12007;Richard;Bronner;65
14471;Fritz;Gropius;63
9966;Dara;Novak;65
8781;Alfred;Stimm;3
11139;Frank;Perrin;33
4149;Dorothee;Itten-Schule;31
14607;Linda;Plöger;19
4731;W.;Gerlovina;13
4257;Silvia;Metcalf;8
3807;James;Sandbichler;86
9587;Vittorio di;Belling;21
1469;Thomas;Jenney;75
12241;Lucy;Eichhorn;48
1073;Georg;Chust;23
3527;Moyra;Le Corbusier;62
14876;Friedensreich;Fohn;14
12024;Caroline;Serge III;55
9742;Alicja;Prelog;2
6998;Eric;Picard;56
1334;Anne;Dick;47
7342;Ad;Haring;68
5669;Vlado;Mac Low;43
10242;Pablo;Jones;5
278;Ernst;Blossfeldt;21
2240;Thomas;Sarkisian;54
288;Stephan;Cibulka;8
893;Jean-Luc;Pillhofer;88
12141;Nikolaij;Kozyra;67
4428;Stephen;Hohenbüchler;80
6963;On;Oman;96
6744;Wolfgang;Da Costa;88
11135;Josef;Ströhle;64
6907;Michael;Schonzeit;66
13025;Paul;Deutsch;6
14185;Hans;Magritte;61
10563;Anna;Painitz;57
3728;Reimo;Petrov-Gladky;33
7621;Otto;Murer;20
8922;Peter;Ettl;1
13181;Robert;Hauser;10
12495;Thomas;Pizzi Cannella;15
9698;Wim;Armleder;10
11363;Allan;Buthe;72
12692;Ad;Absalon;45
10039;Klaus;Bauer;21
11634;Nedko;Haas;56
6286;Edelbert;Cane;8
4497;Martha;Catelani;55
8770;Jimmie;Orozco;82
1473;Cy;Miller;45
12668;Donald;Green;37
14157;Richard;Jermolaewa;16
12068;Art;Kadan;45
3439;Hans Joachim;Vopava;66
385;Henry;Wölzl;53
10544;Walter;Rabinowitch;38
11757;Lil;Wilke;48
6019;Sidney;Batuz;47
4773;Douglas;Beuys;91
9313;Daniel;Herrmann;69
7508;Hans;Cruz-Diez;4
10028;Joe;Sýkorova;3
10146;Paul Albert;De Kooning;57
2371;Lorenzo;Patterson;29
9706;Rudolf;Wall;23
5708;Jakob;Bressnik;39
6868;Lothar;Frassinelli;51
3561;Alphonse;Gantner;80
14812;Liesl;Canell;23
2160;Mieko;Müller;81
6705;John;Leinfellner;52
10766;François;Reindeer Werk;60
9403;Adolf;Scully;98
1871;James;Kornis;7
9953;Caroline;Di Fabio;12
13317;Mario;Locher;73
6049;Siegfried;Doujak;15
3838;Ira;Steinbach;6
5765;Franz Erhard;De Kooning;45
3313;VALIE;Grübl;72
13850;Oleg;Lauscher;99
3175;Joke;Kolig;70
3425;Heinz-Günter;Tornquist;38
6732;Artur;Devade;28
11473;Hermann;Constant;25
7173;Michael;Armaly;93
9761;Günther C.;Wada;16
7689;Allan;Moore;21
4154;Alice;Djuric;93
10666;Francisco;Dokoupil;95
3735;Lil;Kampl;49
9690;Bajrammurad;Leinfellner;27
8801;Martha;Zimpel;76
5866;Urs;Hartley;9
6313;Birgit;Ceroli;68
548;Joseph;Kelemen;55
3100;Marcus;Generalic;28
531;Jackson;Pichler;12
10131;Stephen;Tosani;13
8297;Katya;Gallo;42
3454;Veronika;Boxer;37
12319;Gil J.;Tornquist;50
485;György;Brus;49
12369;Robert;Di Fabio;7
14741;R.H.;Chlupác;75
11481;Leo;Ernst;83
4224;André;Copley;78
10517;Hans;Morton;37
1475;Rudolf;Markl;39
2970;Béla;Iseli;57
4605;Erik;Moore;66
8908;Gottfried;Putz;50
11889;Robert;Zille;23
9115;Gianfranco;Fischl;34
1918;Boris;Dunst;15
9102;Stanislav;Schwanzer;31
12239;Billy Al;Delvaux;0
7855;Padhi;Delaunay;52
8438;Ashley Hans;Gerstl;12
3329;Chris;Pomassl;69
5375;Rudolf;Auer;52
14002;Hartmut;Picasso;88
12688;Francisco;Zünd-Up;38
9112;Jannis;Rochowanski;53
10336;Thomas;Rippl-Rónai;30
2546;Edward;Conner;23
5323;Willi;Frohner;29
9162;Fernando;Polke;44
7623;Esther;Becher;70
828;Pello;Dion;36
2201;Kiki;Denny;62
13276;Giuseppe;Derain;54
12189;Heinz;Rosenstiel;9
6173;Kai;Kowanz;80
7326;Peter;Aurel;89
11723;Karl-Heinz;Boeckl;84
12560;Sonja;Etienne-Martin;14
12094;Gyula;Buchta;16
11586;Ivan;Stilinović;69
595;H.C.;Le Gac;63
8584;Ingeborg;Kolář;36
3616;Richard;Watts;53
1532;Otto;Spring;91
8032;Ulrike;Boetti;69
5238;Richard;Stefan;24
9650;Maria;Pohl;39
2486;Lenka;Lüscher;18
5639;Adolf;Erró;6
4545;Hans;Artenjak;72
3010;Octavian;Rudowicz;79
9116;Gerhardt;Schwegler;39
7231;Geta;Pomassl;9
3874;Loys;Drach;25
3252;Robert;Ripps;89
6811;Erika Giovanna;Ninio;73
7782;Peter;Schmit;94
7602;Victor;Mc Caslin;65
12752;Ernst;Schiess;36
13863;Oswald;Barth;90
7735;Friederike;Turk;47
3493;Olivier;Lombardi;12
10356;Florian;Voth;24
12148;Gino;Rabinowitch;88
3765;Gianni;Uslé;13
2719;Robert;Zülow;67
1293;Reiner;Twombly;59
631;Verena;Jürgenssen;58
14276;Günther C.;Schnell;19
14194;Herbert W.;Sleigh;67
12359;Stefan;Vercruysse;74
8491;Hans;Kwade;21
1230;Francis;Kožarić;46
7989;Amédée;Moswitzer;84
5253;Johanna;Canonico;74
14947;Claude;Mitchell;27
13557;Walter;Hoffmann;20
1028;Neil;Ono;59
2943;André;Krystufek;42
6681;Robert;Lixl;31
8471;Öyvind;Pichler;89
1945;Noël;De Maria;36
10352;Rudolf;Delvoye;4
1960;Francis;Kapusta;9
11328;James;Haas;26
7779;David;Moorman;7
13305;Tony;Mucha;90
9021;Sam;Ono;87
779;Friedrich;Hartnagel;23
4950;Bruno;Johnson;28
1958;Markus;Gies;28
7568;Heinz;Etkin;30
3392;Sandro;Burger;50
2454;Raymond;Deyle;24
8126;Alfredo;Page;92
5299;Liudvikas;Boltanski;39
25;Dimitrij;Nowak;14
7144;Hildegard;Egg;55
13716;József;Turrell;1
9263;Sam;Navares;31
8125;Liudvikas;De Maria;58
3226;Josef;Salachow;22
1803;Tess;Tillim;5
3295;Horace Clifford;Schmatz;34
10087;Miroslaw;Magritte;79
9672;Henning;Goeschl;59
5355;Pier Paolo;Kaitna;36
5983;Valeriy;Wiener Werkstätte;31
2849;Georg;Pascali;79
8281;Liudvikas;Gertsch;32
5738;Karl Friedrich;Komet;38
9497;Sean;Schnell;17
10726;Robert;Fox;12
9934;Stephen;Hartung;11
4975;Stefan;Duchamp-Villon;93
4995;Christian;Lurie;8
10157;Nil;Long;36
2197;Uli;Prelog;28
9479;Branko;Merkel;92
8033;Ulrich;Brooke;14
529;Hans;Danner;4
279;László;De Maria;24
11031;Thomas;Zünd-Up;79
9219;Werner;Coleman;44
5892;Max;Bréval;73
3891;Andrea;Scheibl;92
7512;Stephan;Zobernig;83
4261;Ugnius;Tirelli;68
9538;Matthew;Soulages;22
6122;Günther;Ray;32
5268;William Nelson;Hundertwasser;82
13631;Matthew;Kovacs;33
6616;Uriel;Gosewitz;39
6602;Xiaochun;Hoflehner;13
12023;Nino;Hohenbüchler;96
11835;Ludwig;Salzmann;21
11885;Francesco;Kosuth;87
1091;Bernhard;Zille;31
2035;Emily;McCollum;64
704;Juan;Voita;20
14;William Nelson;Ulay;52
10920;Karl;Videx;65
10865;Willem;Leitner;33
13077;R.H.;Turk;36
923;Nancy;Gironcoli;48
11844;Kara;Halley;10
2806;L. W.;Kudo;7
6417;Valeriy;Hohenbüchler;1
2898;Runa;Navalón;4
880;Karl Anton;Frohner;36
7848;Ruppert;Hopf;35
8186;Renate;Billingham;60
7116;VALIE;Steiner;65
4054;Robert;Trombitás;32
5410;Patrick;Bouabdellah;85
6539;Sohei;Tosani;6
9653;Werner;Prelog;18
7792;Ira Joel;DIE DAMEN;53
5793;Emanuel;Thiel;20
928;Eduard;Zobernig;1
2784;Braco;Ramos;96
13427;Karl-Heinz;Kádár;60
7002;Rudolf;Cagnaccio di San Pietro;60
5984;Jaroslav;Nowak;42
3457;Keith;Tulcan;76
12459;Hannsjörg;Appelt;49
11856;Chris;Sander;28
336;Helga;Höke;19
975;Dennis;Samaras;13
6789;Philip;Tillmans;52
291;William;Skrein;37
9957;Matthew;Schmidt jr.;87
9456;Candida;Prelog;34
14141;Manfred;Rosenstiel;29
4252;Joerg;Lavier;54
935;Alison;Gutfreund;61
9941;Arnulf;Lippard;4
8003;Paul;Koller;57
7152;Maik;Jančić;1
12517;Raffael;Iseli;46
969;Helmut;Lixl;10
8277;Elke;Thek;28
7261;Dimitrij;Wiener;83
4603;Barbara;Ash;54
9755;Joke;Zucker;14
14535;Cindy;Baruchello;23
14949;Henryk;Paschke;89
12846;László;Mayröcker;30
7924;Stefan;Novak;88
3682;James;Bernhard;39
13612;Ivan;Wurth;97
3636;Ştefan;Kollnitz;29
5913;Robert;Bachler;59
3200;Paul;Opalka;26
6617;Tibor;Immendorff;47
6153;Josef;Frank;43
2362;Kurt;Klein;97
9684;Robert;Maciunas;67
13912;Emily;Gerlovina;66
1732;Hans (Jean);Smyth;95
6776;Carl;Boetti;59
9467;Arik;Schmidt-Rottluff;49
1843;Gotthard;Klanjsek-Bratke;54
9423;Paul;Horn;23
11499;Laure;Primor;8
13293;James;Schlögl;30
2447;Philipp;Bizumic;66
603;John;Art & Language;80
2938;Katarzyna;Destroy All Monsters;32
7800;Wolfgang;Strand;34
10082;Alex;Mitchell;55
8472;Friederike;Jaar;12
7988;Werner;Schneider;41
13865;Judith;Mathieu;36
1414;Manfred;Berger;50
10281;Ivan;Wiener Gruppe;50
4357;Ludwig;Richly;90
5956;Terry;Reineking;86
6788;Jean;Dibbets;93
854;Lucy;Genzken;52
6077;Roberto;Koehler;29
393;Koloman;Gauguin;64
4926;René;Piacentino;39
6078;Keith;Cruz-Diez;54
448;Cindy;Lipsi;58
5548;Jan;Reinhardt;57
11116;Alexander;Andersen;26
13849;Bernhard;Ash;27
7174;Heinrich;Spagnulo;29
13438;Mel;Mitchell;60
12360;Dimitar;Cragg;42
6475;Nan;Matta - Echaurren;99
13114;Nadim;Jonas;58
11690;Elfi;Haller;87
13255;Carola;Frieberger;61
8575;Hans Peter;Hinterhuber;27
10371;Jordi;Hopf;25
13214;Walter;Castillo;74
11048;Feri;Rainer;67
14759;Efthymios;Klapheck;8
11234;Henry;Picard;0
4207;Bertrand;Iglar;39
8858;Grete;Schmidt;68
7171;Wilhelm;Graham;84
2746;Anna;Weder;65
783;Ad;Wegner;13
7520;Allen;Serge III;11
5339;Josef;Appel;9
2505;Thomas;Bäumer;64
11450;Sam;Torggler;83
13516;Wolfgang;Stocker;96
2772;Richard;Poli;84
14538;Gianfranco;Thomkins;87
1525;Richard;Dworak;36
5310;Mihael;Wagner;65
14500;Jean;Dexel;45
13720;Wessel;Dimitrijevic;87
3916;Eva;Kupka;84
5157;Vito;Vogelmayr;18
11354;Hildegard;Stötzer;88
187;Bjørn;Provisor;46
14577;Hans;Roth;27
1868;Ryan;Kopystiansky;74
11959;Meina;Graubner;88
2896;Eric;Laurens;39
3848;Nikolaij;Reed;6
1858;André;Weiler;17
10237;Rodney;Mosbacher;24
9415;Giuseppe;Mack;30
3925;Jean;Henson;72
9617;Franz;Pilz;31
3494;John;Koether;96
13870;Tamás;Nabladjan;86
5109;Nadim;Jochims;30
14324;Barna von;Madame d'Ora (Dora Kallmus);62
13997;Rainer;Close;37
10800;Joe;Art & Language;29
13172;Gideon;Rietveld;53
12624;Brice;Shilinskij;42
11386;Trude;Kwade;81
6325;Georg;Ona B.;20
6556;Lee;Grigorescu;71
5730;Erwin;Paschke;29
8962;Michael;Ono;28
9702;Tomasz;Ninio;70
12050;Ernst;Batuz;52
7748;Raymond;Yanagi;50
6133;Cécile B.;Islam;10
168;Peter;Löbbert;4
12494;Yoshikuni;Leviev;28
10687;Søren;Hohenbüchler;7
9740;Nan;Gromaire;93
7662;Haralampi G.;Hauer;57
14539;Anna-Sophie;Leischner;49
7973;Martial;Hager;44
7110;Oswald;Schuster;3
434;Ernst Ludwig;Merz;91
2592;Elger;Boetti;21
13662;Zdeněk;Yppen;84
10181;Tony;Brisley;11
10330;Allan;Kampl;80
11486;Robert;Christiansen;85
1646;Rudi;Müller;2
12821;Giorgio;Lafontaine;71
9965;Robert;Dibbets;61
2162;Ben;Kaufmann;89
11752;Larry;Nilsson;56
