id;firstname;lastname;p2
5015;Bridget;Althouse;52
13392;Fernand;Voss;4
2359;Ryszard;Bréval;11
6444;Sol;Fagerlund;74
14415;Kara;Hoflehner;71
8013;Miklós Maar;Hill;47
9135;Robert;Biedermann;94
5398;Thomas;Uth;54
8295;Artur;Chelkovski;59
12878;Wolf;Johns;57
1920;Joan;Indiana;38
7755;Christian;Picasso;74
3118;Hartmut;Jonas;79
8321;Marcel;Ströhle;15
13694;Ettore;Kraijer;54
2092;Andrew;Katz;16
14879;Kurt;Leviev;91
13639;Ilse;Fabro;42
3166;Eduard;de Dominicis;0
9029;Bruno;Prouvost;87
5073;Adi;Hendrich;45
12730;Joseph;Cyrenius;58
8142;Herbert;Hanson;12
2601;Hermann;Rinke;9
10789;Dimitrij;David;52
305;Gloria;Kolig;71
9146;Sighard;Chia;9
11338;Jonas;Wickenburg;29
7086;Anne;McCollum;5
14734;Jean Olivier;Moser;44
42;Asger;Wall;85
10326;Lajos;Kabakov;37
8258;Dieter;Gordon;94
11507;Tomasz;Bressnik;45
5820;Hans;Bréval;50
6237;Chris;Cagnaccio di San Pietro;82
11578;Hanne;Lowe;23
5368;Michael;Novák;50
1502;Jörg;Bottoli;10
14228;Marcel;Yalter;26
5446;Imre;Mekas;1
8944;Peter;Hartley;9
10050;Nil;Ruthenbeck;57
14882;Colin;Ceroli;33
12332;David;Rabinowitch;12
11536;Herbert;Walther;68
9642;Jannis;Viallat;83
8878;Ed;Sengl;89
1445;Alfred;Picabia;38
3216;Ad;Smyth;4
5804;Ben;Zobernig;35
3406;Hans;Paolini;62
10221;Siegfried;Ostoitsch;45
13823;Jean;Scheirl;85
9764;Alejandro;Pongratz;0
11269;Walter;Fautrier;40
8597;Hans;Ernst;24
11567;Victor;Katzenstein;29
10861;Sigmar;Levin;36
1205;Hans;Barth;81
9116;Gerhardt;Schwegler;29
11196;Gerold;Egger;26
13310;Qingsong;Muntean/Rosenblum;64
108;Frieder;Emshwiller;42
2307;Jud;Paolini;43
4587;Bele;Duchamp-Villon;23
13650;Horace Clifford;Bachler;71
9108;Ramsès;Leve;1
11249;Francis;Schönweger;53
2894;Ivan;Drapell;2
10705;Irene;Havlíček;70
323;Terry;Tesar;56
4651;Jannis;Hollein;8
8046;Miroslaw;Jacir;1
971;Georg;Poledna;13
13097;Gian Piero;Skerbisch;8
14567;Philipp;Jochims;38
13245;Daniel;Kelp;22
4764;Marie-Jo;Fodor;6
11847;Richard;Koller;63
8037;Oskar;Megyik;75
8979;Henry;Voss;89
7845;Fritz;Wiener Werkstätte;18
267;Moyra;Koether;2
1594;Georg;Schneemann;74
6640;Stephan;Schneemann;93
13055;Albert;Anatol;79
6084;Herbert;Nicholson;46
4005;Ansgar;Oppenheim;27
7743;Jenni;Domínguez;18
12666;John;Salzmann;30
2266;Heinz;Goeschl;95
7935;Shigeko;Armitage;52
7321;James;Wilke;79
11670;Marcel;Constant;41
6123;Jessica;Büttner;29
14647;Henryk;Lanigan-Schmidt;79
842;Werner;Egerer;74
3408;Peter;Plobner;64
11438;Mimmo;Fila;46
2772;Richard;Poli;84
11781;Jackson;Hollein;80
2195;Walter;Mc Caslin;58
8822;Heinz-Günter;Reichmann;65
12197;Richard;Kraus;74
7904;Judith;Al-Ani;50
1610;Yoshikuni;Birnbaum;10
7865;Kari;Léger;26
11407;Roman;Fleischmann;18
13481;Erwin;Ash;50
8397;Raoul;Watts;72
13079;Kurt;Reinhold;53
8839;Heimrad;Kerbelij;10
9222;Johann;Simak;64
12392;Markus;Schmidt;80
989;Walter;Eigenberger;98
10717;Gianni;Platen;45
537;Elmar;Navalón;85
11936;Olga;Primor;19
10617;Constanze;Pillhofer;21
13766;Willem;Kennedy;88
9948;Christian;Penalba;35
13331;Gerd;Al-Ani;76
6111;Robert R.;Rosso;38
2814;Dorothee;Wagemaker;14
2548;Wim;Kriesche;70
1691;Orshi;Simotová;88
171;Gerlinde;Ingerl;97
14322;Pablo;Janco;39
5643;Jim;Hikade;15
12555;Sonja;Nicholson;40
13950;György;Joostens;53
12262;Ute;Pilsl;96
5181;Maria Theresia;Acconci;66
4615;Wolfgang;Destroy All Monsters;21
4761;Birgit;Schad;39
3134;Marcel;Stoll;69
8521;Maik;Gasteiger;58
8449;Hannes;Grigorescu;51
13942;Peter;Piesen;86
5714;Nedko;Wolman;70
6422;Peppino;Morellet;14
13775;Henry;Klintberg;12
9700;Rudolf;Leinfellner;60
7871;Giuseppe;Kiesler;6
7209;Albert;Wotruba;1
3354;George;Müller;27
4471;Max;Jeroen de Rijke/Willem de Rooij;67
2161;Lajos;Lüpertz;34
14035;Octavian;Jacir;81
13071;Stefan;Johns;43
2655;Antoine;Putz;36
9477;Allan;Saito;52
10063;Eric;Leitner;89
14094;Joan;Glaser;47
13121;Neringa;Hersberger;50
1512;Philip;Dahn;96
12049;Ned;Itten;46
11964;Béla;Pomassl;11
1397;Rudolf;Malich;28
4528;Tymon;Hahnenkamp;50
10484;Giacomo;Hohenbüchler;66
11415;Marina;Trockel;30
11471;Ulrich;Romberg;61
5651;Robert;Abramovic;93
2641;Frank;Francis;84
4799;Svetlin;Lipchitz;90
5504;Willi;Lewitt;54
9716;John;Soulages;99
14790;Martin;Castellani;95
9378;Nedko;Jawlensky;27
8060;Julian;Huber;29
11158;Joan;Moldovan;99
12733;Gary;Rühm;41
6812;Hartmut;Bouabdellah;62
11875;Hans;Dessi;17
5887;Pello;Dejanoff;76
12740;Larry;Jürgenssen;68
7404;Edward;Frank;86
1557;Heinz;Renner;37
3856;Richard;Younan;52
5422;Robert;Attersee;89
4104;Albert;Rietveld;67
2825;Oswald;Muehl;3
11500;Therese;Antes;96
7452;Thom;Johns;70
3714;Stefan;Vogt;34
7985;Ruth;Klub Zwei;28
9174;Mario;Calzolari;59
1112;Janis;Gechtman;95
11096;Walter;Buklys;9
2940;Stephan;Adrian;93
2302;Heinz;Fruhmann;66
14977;Ines;Perjovschi;33
7910;Saskia;Wolman;55
12356;Jeff;Feuerstein;91
9317;Orshi;Löffler;16
14702;Christoph;Castro;8
11101;Stephan;Houf;91
8966;Renato;Prantl;29
8130;Joerg;Rockenschaub;58
12152;Hildegard;Kusama;93
1987;Brad;de Dominicis;43
10120;Joan;Ninio;37
10520;Hartmut;Pilz;4
13761;Morris;Filliou;72
13606;Johanna;Leviev;52
7971;Wolfgang;Jones;98
5944;Jiří;Bonato;31
1741;Friedericke (Fritzi);Lieske;78
14667;Herbert W.;Tinguely;18
10076;Octavian;Rodtschenko;91
12531;Henning;Hill;5
3475;Alexander;Ulrichs;78
13385;Roman;Loeb;70
5460;Oswald;Hoeck;93
4954;Ernst;Binder;31
14265;Jasper;Iseli;36
2301;Vasko;LeWitt;70
6630;Ştefan;Lombardi;3
13547;Enrico;Picabia;72
3416;Paul;Castro;27
7811;Bruno;Nechansky-Stotz;50
6965;Katarzyna;Kuitenbrouwer;81
2415;Ferdinand;Simotová;34
11277;Rainer;Ramos;48
12983;Shadi;Faulkner;91
9573;Thomas;Pohl;37
2238;Pierre;Denny;99
8560;Tess;Carroll;96
1101;Terry;Pflaum;89
13649;Johann;Pauer;66
8698;Tony;Jankovič;7
1340;Judith;Bäcker;7
12078;Meyer;Tschirtner;44
2583;Nobuyoshi;Schonzeit;54
3951;Richard;Brătescu;69
11388;Pello;Persiani;84
7597;Ivan;Cragg;22
315;Gino;Weinberger;43
9272;Georg;Herrmann;93
10976;Herbert;Plensa;10
12828;Josef;Egger;17
11512;Kari;Hager;61
913;William;Fraser;53
3264;Richard;Vaisman;16
8512;Albert Paris von;Lockhart;14
4527;Carl;Vana;41
14604;Milton;Weston;76
5815;Friedl;Natalini;40
3330;Stanley;Katz;93
4405;Roman;Grabmayr;55
8285;Jacques de la;Göbel;93
9694;Marcel;Paradiso;53
357;Wendy;Beckman;55
4626;Dominik;Polke;64
13499;Heinz;Gropius;86
6110;Christopher;Beaudin;72
14348;Jules;Covaliu;30
8253;Anna;Ursula;24
10986;Karl;Härtel;68
8320;Patrick;Lafontaine;2
8447;Ernst;Deutschbauer;40
13003;Mel;Elmgreen & Dragset;90
9360;Robert;Artaker;29
4707;Duane;Hoffmann;69
10369;Margot;Heuer;67
12767;Hans;Hanson;85
14603;Fritz;Hofer;0
11939;Giulio;Göthe;38
10810;Michael;McCarthy;24
9167;Hermann;Vardag;60
12159;Malcolm;Bitran;56
7327;Renate;Feiersinger;48
7633;Rini;Mies van der Rohe;48
8123;Judith;Cuixart;76
3342;Hubert;Frank;26
2990;Siegfried;Havlíček;75
4468;Thomas;Opie;64
11301;Dorothee;Ona B.;33
1016;Antony;Furuya;30
10573;Amintore;Ettl;76
987;Peter;Bulloch;13
7411;Hermann;Arp;0
14526;Karl;Fast;36
14515;Leo;Kriwet;83
6711;Larry;Thek;0
14184;Reimo;Meier;29
14528;David;Dick;0
2397;Anna;Bacon;76
4898;Kurt;Schütz-Leinfellner;31
13266;Clemens;Bauer;63
2682;Ree;Biedermann;51
11184;Vito;Johnson;76
2711;Leon Polk;Hofer;46
9833;Sándor;Aeppli;71
3325;Flutura;Trenkwalder;83
11796;Bill;Fraser;78
8824;Maria;Spoerri;58
3398;Pascal;Willmann;37
11386;Trude;Kwade;67
11778;Hans (Jean);Reinhold;36
8581;Pello;Witzmann;6
5801;Claes;Atkinson;86
3798;Robert;Dubuffet;76
5225;Curt;Paschke;30
8260;Rolf;Streuli;52
11212;Christian;Brown;0
14523;David;Kozyra;34
5624;Neringa;Montwé;13
3372;Günther;Schmidt;36
14852;William;Fox;33
7155;Heinz Reinhold;Archipenko;7
9144;Ellsworth;Stella;69
14082;Wolfgang;Pinter;68
14361;Antonio;Burger;54
1180;Richard;Voss;25
9310;Bernd;Bauer;59
2624;Igor;Caminiti;46
8804;Ruth;Knowles;80
14446;Herbert;Wagner;76
2971;Ilse;Kraijer;70
9878;August;Schuster;49
11505;Lucio;Prassinos;42
2519;Stephen;Hossner;21
10175;Richard;Kubota;33
8477;Lowell;Maurer;16
7335;Alfred;Joos;61
11313;Franz;Bronner;64
12530;Eduard;Streuli;47
4669;Sabina;Gappmayr;15
12363;Marie-Jo;McLean;18
10897;Ute;Ursula;41
6165;Thomas;Wool;47
7084;Hans;Knifer;68
11659;Rudolf;Colbertaldo;91
3217;Ray;Korniss;93
6515;John;Erró;34
3122;Maria;Kandl;38
8665;Gabriel;Kopystiansky;58
12755;Christoph;Schwanzer;63
6533;Joseph;Walde;56
1865;Stefan;Raven;79
8239;H. D.;Prouvost;73
3785;Konrad;Huemer;99
13261;Thomas;Boxer;7
5379;Herwig;Nitsch;44
1908;Bruno;Uslé;97
3791;Candida;Lewitt;75
1778;Lucio;Fox;92
5510;Andreas;Niesiolowski;66
12699;Roman;Bolus;46
12409;Heinz;Wittenborn;29
5403;Helen;Lippard;31
5426;Kathi;Prina;95
6724;Thomas;Plessi;62
7781;Fritz;Zucker;42
12391;Jean;Malewitsch;57
4743;Max;Yamaguchi;79
13989;Hans;Hikade;40
14973;Raymond;Jacquet;28
13578;Pierre;Wegner;10
3745;Lori;Kelly;2
3337;Ian;Seuphor;53
7708;Heimo;Bromová;23
1710;Paul;Kiesler;53
6008;Andreas;Vedova;7
8367;Alicia;Solano;29
1855;Sigal;Böhm;76
9037;Renate;Genovés;11
9693;Alain;Drapell;76
12229;Rosemarie;Hutchins;84
1875;Richard;Castillo;43
5873;Brad;Riepl;3
8089;Karl;Eigenberger;60
7371;Linda;Pinczehelyi;44
1774;Allan;West;78
9782;Giacomo;Higgins;87
11511;Caroline;Messensee;26
14479;Florence;Gropius;22
6490;Alain;Kadan;13
8783;Willi;Mairwöger;77
8529;Shigeko;Marioni;91
3783;Yudith;Bonato;57
4215;William Nelson;Schmidt;16
2893;Anna;Cunningham;12
13628;Wolfgang;Schöpke;44
14059;Vitaly;Quaytman;43
1299;Stanley;Graf;51
9330;Edelbert;Adrian X;9
6605;Friedensreich;Fischl;37
1652;Alex;Lanigan-Schmidt;96
5897;Reis Pedro;Long;9
7630;Chris;Ortner;98
9550;Carter;Gleizes;6
14921;Katarzyna;Graf;80
8293;Anne Kathrin;Uslé;15
6457;Ingeborg;Pilz;24
8525;Leo;Eichhorn;94
14306;Franz;Montwé;66
2398;Sighard;Laibach;67
5396;Jean Olivier;Urteil;68
12183;Rainer;Lassnig;87
14837;Walter;Prachensky;59
1729;Christian Ludwig;Giacomelli;99
3597;Julio;Nechansky-Stotz;11
2232;Franz;Barry;10
7729;Getulio;Lettner;49
6100;Christian Ludwig;Christiansen;0
14461;Robert;Megyik;62
1972;Helmut;Couzijn;13
6388;Zeljko;Chamberlain;96
7484;Cora;Wardill;3
13637;Ray;Covaliu;44
10036;Nicholas;Britz;18
605;Mark;Brauner;93
63;Joseph;Vaisman;80
6910;Ulrike;Gertsch;35
9040;María;Fahlström;81
9392;Kimber;Ruff;22
6911;Erhard;Morton;90
2537;Dóra;Irwin;50
2622;Marcel;Rodtschenko;85
13922;Christine;McElroy;29
8429;Hanne;Esser;48
13304;Yoshikuni;Ozenfant;34
13889;Hubert;Blanchard;70
7166;David;Gallo;6
12947;Sophie;Bonato;70
10822;Bengt af;Ketter;74
7829;Lajos;Ay-O;9
9703;Gordon;Fanfani;53
1952;Erich Franz;McLean;26
9628;Giorgio;Covaliu;11
5838;Mladen;Davie;76
13505;Bernd;von Gabain;3
6971;Max;Burden;72
12206;Günther;Ponger;23
8788;Elger;Mack;22
10792;Raffael;Duchamp-Villon;59
13391;Martin;Schlemmer;18
10200;Friedrich;Wada;10
720;Mario;Trattner;73
12053;Wessel;Grübl;64
6596;Thomas;Constant;5
10880;Sonja;Penone;91
6351;Runa;Geiger;56
12236;Matthias;Goodman;56
12554;Franz;Koller;46
8278;Valentin;Klopf;51
7011;Wifredo;Komet;12
7895;Miriam;Scheidl;41
12091;Omer;Toraldo di Francia;43
7394;Gerhard;Weiger;88
10806;Imi;Jaar;2
14270;Pierre;Wilfling;67
8210;Frank;Chiari;3
6371;Ingeborg;Schmidt-Rottluff;67
11426;Destiny;Bechtle;17
5053;Adrian;Oppenheim;43
13294;François;Baumann;21
1981;Wladimir Wladimirowitsch;Hansen;68
4636;Wolfgang;Islam;4
14938;Victor;Leitner;75
422;Dimitrij;Hodler;17
4563;David;Kienzer;72
4694;Anne;Lüscher;5
14785;Piero;Spagnulo;3
6673;Ulrich;Chlupác;29
149;Manfred;Tübke;67
5185;Ettore;Schneider;74
4321;Allan;Wauer;77
6955;Ákos;Berger;25
3921;Joseph;Samaras;29
9651;Ernst;Ortner;60
4175;Christian;Serra;73
10755;Xiaochun;Delvaux;85
280;Anton;Oman;8
6222;Eva;Burr;23
7213;Brice;Herzig;68
5817;Gian Piero;McKeever;37
3891;Andrea;Scheibl;63
5028;Bernhard;Kriesche;21
7164;Charlotte;Stażewski;8
12226;Alex;Pouget;61
13425;Emil;Wagemaker;0
1660;Barry;Trattner;23
4023;Willi;Laurens;48
10633;Malcolm;Smith;81
5382;Michael;Wewerka;37
2849;Georg;Pascali;22
8686;Sharon;Bauer;72
4546;Stefan;Dick;95
9686;Barbara;Pilsl;55
5632;Johann;Gelguda;44
13990;Henryk;Pálffy;44
5973;Jesse;Iglar;26
7636;Ger;Prelog;51
14948;Xiaochun;Ernst;57
12468;Joseph;Hauer;71
4864;Hans;Burger;84
12931;Paul;Fröhlich;56
14333;Morris;Boltanski;64
10556;Ulrich;Jančić;85
8380;Gianfranco;McLean;89
8076;Oskar;Caminiti;45
12234;Roland;Kampmann;38
7737;Jörg;Tulcan;16
4570;Hartwig;Dietman;16
8599;Olivier;Trauttmansdorff;72
3499;Vladimir;Nutt;50
7188;Ernst;Natalini;66
6828;Karel;Kubin;81
13789;Dorothee;Hinterhuber;64
11565;Alicia;Robaard;34
141;Erika Giovanna;Jeroen de Rijke/Willem de Rooij;81
3924;Rainer;Toraldo di Francia;33
4542;Ilse;Kopystiansky;19
13654;Hans;Trattner;46
13327;Charles Christopher;Löbbert;91
11133;Fred;Hill;79
14275;Marcel;The Atlas Group;24
11124;Ivan;Petrick;23
13389;Manfred;Kelly;50
4681;Seiichi;Davis;2
12355;Paul Albert;Gutmann;1
14539;Anna-Sophie;Leischner;85
4932;Hans;Olitski;54
13482;Wendy;Vasarely;30
7344;Tamara;Paschke;6
12661;Michelangelo;Frize;75
2658;Barbara;McCarthy;89
13490;Frantisek;Turk;35
7480;Victor;Lesák;23
10683;Zdeněk;Heinze;68
10889;Bernd;Young;35
11660;Jiří;Gondeln;37
14078;Friedl;Oldenburg;80
11993;Kurt;Kraus;88
11548;Martha;Ghazel;94
7465;Ferdinand;Blair;9
11772;John;Odenbach;96
8175;Dennis;Mondino;68
3571;Hannes;Gilbert & George;34
504;Rolf;Dubuffet;23
813;Victor;Rousse;36
13215;Per;Sleigh;63
6317;Fernand;Spagnulo;10
3657;Arno;Six;11
14064;Izhar;Vogt;84
12422;Chris;Doujak;13
6776;Carl;Boetti;86
8459;Laure;Vopava;13
9517;Marcel;Smith;44
3257;Raffael;Schneemann;14
6210;Wilfried;Barry;55
10909;Ingeborg;Oursler;33
871;Toni;Schwanzer;74
9117;Charles Christopher;Bronner;60
6352;Haim;Seuphor;60
9273;László;Domínguez;79
5999;Gian Piero;Kerbelij;98
5581;Renée;Christoforou;17
13423;Raffael;Derain;30
6954;Runa;Schmatz;38
6767;Heiko;Parr;45
430;Donald;Mac Low;39
8730;Josef;Lurie;1
13318;Vagelis;Wolf;53
14274;Hans;Tschirtner;76
5442;Theodoros;Kowalski;16
9075;Matthew;Moorman;9
8224;Karl Friedrich;Pincemin;96
5413;Maria;Canonico;55
10987;Seiichi;Fleischmann;39
7924;Stefan;Novak;19
9047;Albert;Oursler;61
4261;Ugnius;Tirelli;3
7175;Jan;Pfeifer;24
2644;Hans;Spagnulo;62
6293;Inge;Jungwirth;74
7649;Manfred;Prassinos;21
11771;Ernst;Flondor;13
13855;John;Pinaud;39
1684;Terry;Viola;36
9671;VALIE;Moorman;30
12434;Timm;Ozenfant;58
2784;Braco;Ramos;29
7987;Ernst;Aslan;45
8431;Zoe;Heuer;31
12408;Keith;Vostell;55
9825;Piero;Ninio;14
9329;Gianni;Leinfellner;56
4751;Peter;Moser;21
8369;Sam;Goldblatt;96
12465;Ryszard;Self;51
10764;Wolfgang;Weber;91
89;Georg;Petrov-Gladky;55
14150;Willi;Ujvary;43
12324;Seiichi;Bolus;4
4929;Hermann;Saito;94
6997;Hartmut;Stöbe;24
5565;Paul;Klaudus;14
2309;Philipp;Dick;59
11149;Gianfranco;Weinberger;38
6658;Kathi;Dobrowsky;70
5456;Walter;Krawagna;77
2142;Howard;Ponger;3
3234;Alexander;Madame d'Ora (Dora Kallmus);56
13408;Jacques;Teisseire;47
14960;Renate;Mattheuer;19
2829;René;Dyschlenko;88
4624;Ladislav;Herrmann;70
2721;Vagelis;Glytnewa;7
13964;Josef;Mavignier;93
6827;Franz;Higgins;95
10294;Neringa;Molto Brutto;54
10420;Bele;Parmiggiani;77
8800;Anton;Schiess;40
693;Ştefan;Videofreex;19
5986;Wolfgang;Richter;23
1914;Julius;Mlcoch;71
6362;Gianni;Dokoupil;58
10529;Malcolm;Costi;76
2191;Guido;Ghazel;76
1650;Rodney;Ripps;95
9087;Reimo;Stilinović;58
9009;Loys;Weder;60
722;Heinz;Scheidl;1
29;Robert;Timischl;9
1225;Heimo;Salachow;89
1159;Louise;Abramovic;43
10505;Dieter;Gursky;43
5658;Jackson;Damisch;64
1664;Efthymios;Zitko;18
12423;George;Urteil;54
14508;Duane;Haus-Rucker-Co.;27
2431;Jakob Lena;Welling;50
7544;Otto M.;Potter;87
3573;Nam June;Würtinger;98
1770;Peter;Monory;38
384;Alexander;Mayröcker;97
11903;Hubert;Geiger;18
6966;Nicole;Pardi;28
7625;Martha;Walde;57
9030;Josef;Skoog;69
621;Alice;Wölzl;95
12790;Ben;Bertalan;82
4662;Bradut;Jascha;51
7547;Jimmie;Kennedy;63
3285;Karl;Hebenstreit;21
11807;Thomas;Kupka;92
3771;Jutta;Ebersbach;79
11276;Klaus;Ganahl;40
5908;Robert;Disler;62
7858;Christian;Eckert;72
8602;Anna;Saito;27
1113;Walter;Demattio;76
1498;Paul;Pichler;54
3847;John;Richier;10
6672;Burhan;Couzijn;52
8639;Herbert;Hill;46
13154;Markus;Ona B.;20
4887;Günther;César;61
804;Antonio;Stenvert;76
5606;Katarzyna;Baertling;23
14138;Walter;Colomer;45
14438;Moyra;Goodnough;87
6267;Öyvind;Russev;32
11013;Ernesto;Delimar;75
2842;Peter;Ivanov;80
1420;Edward;Rühm;7
12201;Bruno;Paolini;95
10170;Saskia;Rosenblum;25
13640;Oskar;Seuphor;76
4486;Raffael;Hall;6
9098;Nadim;Pálffy;72
4345;Zeljko;Beuys;11
14052;James;Kolář;77
9605;Yoshikuni;Weber;55
9795;Hubert;Bachler;42
10290;Jiří;Brandmeier;39
4000;Ali;Tischer;98
6598;Piero;Tàpies;84
5203;Theodoros;Costa;58
690;Hans (Jean);Le Corbusier;28
10718;Roman;Kolig;89
119;Florian;Beck;49
4633;Franz;Kesting;56
6572;Ellsworth;Masson;43
7661;František;Navalón;13
11210;Mario;Mondrian;98
11341;Andreas;Constant;52
13788;Max;Teisseire;56
7508;Hans;Cruz-Diez;10
5847;Rashid;Metzner;65
8047;Jordi;Dorazio;3
14250;Laszlo;Knowles;72
8033;Ulrich;Brooke;43
12303;Jacques de la;Hoepffner;30
10928;Kurt;Bill;22
3190;Vasko;Tevet;64
12333;Anna-Sophie;Plöger;71
13549;Georg;Leitner;19
10364;Victor;Oppenheim;69
7218;Sharon;Batuz;28
13634;Don;Reindeer Werk;13
2948;Matthew;Kupka;67
2534;Jackson;McCarthy;56
1794;Mirjam;Strasser;57
6511;Paul;Ondak;27
925;Peter;Witzmann;28
10343;Shinkichi;Trawöger;37
7874;Jacques;Penck;92
9510;Trude;Elmgreen & Dragset;80
7870;Germaine;Doesburg;23
7667;William;Scheibl;77
12157;Dieter;Eckert;2
12001;Bele;Poli;30
9149;Gabòr;Jascha;32
1432;David;Quaytman;80
11979;Jean;De Andrea;79
4457;Alexander;Lucebert;64
3080;Jean;Bertholo;40
4206;Robert;Kokoschka;85
1289;Rudolf;Chust;57
7536;Josef;Part;17
6897;Alain;Da Costa;79
9241;James;Conner;21
8216;Wilhelm;Eliasson;30
1454;Alexander;Miller;71
7167;Piet;Prantl;71
3289;Heinz;Glückman;32
9473;Silke;Jacquet;15
9180;Fritz;Hollegha;92
6857;Maria;Léger;35
13953;Rimma;Jochims;14
1449;Alejandro;Lachowicz;71
3545;Gerhard;Rühm;45
8968;Mario;Barta;97
13954;Ellsworth;Zogmayer;36
469;Kimber;Knebl;55
8053;Heinz;Schlögl;65
1733;Gloria;Gill;78
11843;Heinrich;Jungwirth;12
4218;Markus;Phillips;20
11032;Hanne;Hauser;96
10152;Lucas;Muñoz;65
12633;Oskar E.;Knizák;18
2713;József;Kirchner;26
13736;Maurice;Kubelka;51
4415;Rudolf;Cyrenius;56
2460;Thomas;Ganahl;76
312;Marcel;Godfrey;86
2579;László;Olitski;52
8998;Antoni;Turrell;60
1256;Judith;Houf;82
13472;Alessandro;Knowles;0
6390;Lotte;Sirbiladze;88
10859;Anton;Le Corbusier;12
11130;Christian;Gleizes;63
10711;Walter;Picard;11
14933;Alfred;Le Gac;26
3726;Oliver;Broodthaers;8
2791;Gladys;Mthethwa;21
9328;Herbert;Burger;75
9491;Ugo;Bischof;89
9778;Zoulikha;Paik;77
12543;Matthias;Oppenheim;91
14273;Frieder;Rippl-Rónai;25
13277;Jackson;Trawöger;43
6674;Bernard;Saint Phalle;57
9835;Friedensreich;Wardill;64
9737;Rudolf;Kovacs;56
2925;Pol;Voth;85
3531;Petr;Kovanda;13
11537;Vasko;Louis;44
7383;Walter;Brusse;62
9235;Johann;Wesselmann;64
2051;Mieko;Stefan;84
9295;Franz;Bernatzik;8
4033;Modest;Haber;71
7545;Claudio;Renger-Patzsch;83
13449;Cédric;Macció;21
13398;Allan;Pascali;18
8572;Emilie;Eckart;88
6466;Eduard;Yalkut;65
11127;Paul;Müller;33
2861;Roman;Markl;18
3269;Irena;Kandl;13
7758;Markus;Molles;43
5059;Maik;Ay-O;97
10419;Georg;WGBH;35
1047;Evelyne;Sirbiladze;13
11973;Geta;Nutt;62
8842;Esther;Kawara;0
13554;Sabine;Johns;53
8974;Alexander;Fahrenholz;78
3032;Stefan;Bischof;56
11152;Jeff;Schneider;28
4617;Sidney;Schiess;20
3315;Gerd;Christanell;23
7334;Uriel;Leonard;85
11337;Louis;Skrein;30
10585;Timm;Stoyanov;29
12982;Ino;Fanfani;66
173;Evelyne;Higgins;29
5834;Ned;Sandner;52
6124;Jun;Dolla;91
1548;Bill;Muzika;95
13248;Juan;Estes;0
600;Ştefan;Simotová;39
10969;Christian;Neurath;60
6236;Jurij;Self;87
1663;Bernard;Erben;91
184;Friedl;Blossfeldt;47
1161;Joannis;Forbát;71
479;Nikolaus;Pignon;19
10468;Cornelius;Mont;2
12186;Jessica;Schnabel;17
13433;Rodney;Mangold;56
11734;Ira;Ganahl;92
806;Karel;Kusama;50
7783;Lorenzo;Serpan;23
10510;Wladimir Wladimirowitsch;Lanigan-Schmidt;82
9734;Siegrun;Bense;70
7199;Jo;Gallo;4
11504;Julian;Gnoli;25
6653;Otto;Lucebert;23
14424;Jo;Putz;9
5914;Constanze;Heizer;89
12458;Karl;Mairwöger;23
849;Michelangelo;Durham;3
1111;Pierre;Borsos;14
7919;Sergio de;Weibel;15
2992;Lucio;Flavin;68
2704;Amintore;Scheibl;0
10453;Joseph;Simak;18
6180;Kim;Hanson;99
9725;Wil;Flois;89
10396;Bertrand;Fe Lugossy;59
678;Tobias;Heger;29
7152;Maik;Jančić;58
117;Phil;Serpan;38
5752;Robert;Büttner;83
2350;Ferdinand;Koller;8
8909;Rudi;Hörtner;46
10344;Wolfgang;Egmeri;56
11838;Angela;Sleigh;2
218;Kenneth;Painitz;36
7277;Braco;Neurath;62
5633;Wieland;Molto Brutto;83
14458;Lothar;Ninio;57
14890;Zdeněk;Frankenthaler;46
4756;Emil;Haus-Rucker-Co.;58
9591;Fernando;Cumming;32
2361;John;Ceroli;3
11641;Otto M.;Grübl;26
7279;Destiny;Kesting;14
8832;Allan;Kelp;98
1138;Suzan;Locher;45
5315;Gyula;Gormley;87
6525;Günter Zamp;Kitaj;42
10860;Dike;Birnbaum;84
2180;Thomas;Costi;10
2566;Matthew;Yppen;61
6131;Txomin;Timischl;26
12631;Robert;Opie;95
4431;Günther;Ruff;39
1331;Mathias;Fohn;67
851;Zdeněk;Ortner;72
9407;Ion;Tsakiridis;97
7698;Günter;Atkinson;71
8799;Eric;Friedmann;59
3620;Herbert;Gechtman;65
1027;Josef;Bauer;87
2793;Zineb;Förster;21
14855;Robert;Hosiasson;58
1536;Werner;McKeever;38
10887;Morice;Jawlensky;28
11157;Turi;Gallo;56
3060;Alexandra;Chelkovski;1
392;Helen;Kelly;54
3933;Bertrand;Terzic;75
13667;Bazon;Vilmouth;9
6896;Ernst J.;Frank;89
13455;Günter Zamp;Herzig;75
10926;Anne;Strau;7
2631;Victor;Coleman;72
9592;Jananne;Genzken;10
4039;Arthur;Bense;11
14181;Hans;Golz;48
11689;Markus;Stolba;22
4581;David;Hendrich;69
12926;Ion;Meissner;1
8480;Andreas;Kawara;79
13857;Carter;Ulay;19
8710;Malcolm;Mattheuer;46
3976;Friedl;Sandbichler;56
1140;Ray;Hager;0
2183;Richard;Ranner;3
10918;Svetlin;Colomer;97
4014;Larry;Janka;32
3883;Jean Marc;Ruthenbeck;89
4625;Duane;Klub Zwei;50
881;Jim;Balzac;63
1563;Julio;Steinbach;67
11651;Walter;Eder;69
